Id,App,Category,Content_Rating,Genres,Android Ver,Rating,Last_Updated
28774418,Endurance Lifestyle,EVENTS,Teen,Events,4.2 and up,4.6,10-Jul-17
98848618,K PLUS,FINANCE,Everyone,Finance,4.2 and up,4.4,26-Jun-18
76898061,Citibanamex Movil,FINANCE,Everyone,Finance,5.0 and up,3.6,27-Jul-18
98424837,KTB Netbank,FINANCE,Everyone,Finance,4.2 and up,3.8,28-Jun-18
42537477,Mobile Bancomer,FINANCE,Everyone,Finance,4.0.3 and up,4.2,30-Jul-18
77495100,Nedbank Money,FINANCE,Everyone,Finance,4.2 and up,4.2,28-Jul-18
31880314,SCB EASY,FINANCE,Everyone,Finance,4.1 and up,4.2,19-Jul-18
97045178,Rabo Banking,FINANCE,Everyone,Finance,4.0 and up,3.4,19-Jul-18
69646420,Itau bank,FINANCE,Everyone,Finance,4.2 and up,4.2,30-Jul-18
39715662,IKO,FINANCE,Everyone,Finance,4.1 and up,4.7,04-Jul-18
77614107,Cash App,FINANCE,Everyone,Finance,5.0 and up,4,02-Aug-18
52207434,Standard Bank Stanbic Bank,FINANCE,Everyone,Finance,4.0.3 and up,3.6,13-Jul-18
23475024,Bualuang mBanking,FINANCE,Everyone,Finance,4.0.3 and up,4,16-Jul-18
65045422,MyMo by GSB,FINANCE,Everyone,Finance,4.0.3 and up,4.2,19-Jul-18
96996566,Ecobank Mobile Banking,FINANCE,Everyone,Finance,4.2 and up,4,25-May-18
66504299,Banorte Movil,FINANCE,Everyone,Finance,4.4 and up,4.1,09-Jun-18
79181888,Wells Fargo Mobile,FINANCE,Everyone,Finance,5.0 and up,4.4,31-Jul-18
32084313,BZWBK mobile,FINANCE,Everyone,Finance,4.1 and up,4.5,18-Jun-18
58222916,PayPal,FINANCE,Everyone,Finance,4.4 and up,4.3,18-Jul-18
35428719,Capital One Mobile,FINANCE,Everyone,Finance,5.0 and up,4.6,01-Aug-18
23617885,Zenith Bank Mobile App,FINANCE,Everyone,Finance,4.0 and up,4.3,23-Jul-18
77045442,Post Bank,FINANCE,Everyone,Finance,4.0 and up,4.5,23-Jul-18
48110726,İşCep,FINANCE,Everyone,Finance,4.1 and up,4.5,02-Aug-18
87577096,Peoples Bank,FINANCE,Everyone,Finance,4.1 and up,3.6,18-Jul-18
86100514,Transfer,FINANCE,Everyone,Finance,4.0 and up,4.1,27-Jul-18
33367031,TMobile in,FINANCE,Everyone,Finance,4.4 and up,3.5,31-Jul-18
31379683,Bank of Brazil,FINANCE,Everyone,Finance,4.1 and up,4.5,03-Aug-18
45889959,WiseBanyan Invest For Free,FINANCE,Everyone,Finance,4.4 and up,4.2,31-Jul-18
29667480,Wells Fargo Daily Change,FINANCE,Everyone,Finance,5.0 and up,4.2,26-Apr-18
62209568,Even organize your money get paid early,FINANCE,Everyone,Finance,5.0 and up,4.8,02-Aug-18
79162192,Digit Save Money Automatically,FINANCE,Everyone,Finance,4.1 and up,4.5,31-Jul-18
51094471,Stash Invest Learn Save,FINANCE,Everyone,Finance,4.4 and up,4.2,27-Jul-18
87050989,Expense IQ Money Manager,FINANCE,Everyone,Finance,4.0 and up,4.4,19-Jun-18
27797183,Wells Fargo Daily Change,FINANCE,Everyone,Finance,5.0 and up,4.2,26-Apr-18
72553969,Prism Pay Bills Track Money Personal Finance,FINANCE,Everyone,Finance,4.1 and up,4.6,04-Aug-18
56710012,Monefy Money Manager,FINANCE,Everyone,Finance,4.0 and up,4.6,03-Jul-18
86576846,Simple Better Banking,FINANCE,Everyone,Finance,5.0 and up,4.4,02-Aug-18
14189389,Chime Mobile Banking,FINANCE,Everyone,Finance,5.0 and up,4.3,22-Jul-18
93206207,Walmart MoneyCard,FINANCE,Everyone,Finance,4.1 and up,4.2,01-Jun-18
22017835,Moven Smart Finances,FINANCE,Everyone,Finance,4.4 and up,3.8,29-May-18
68762871,Qapital Save Small Live Large,FINANCE,Everyone,Finance,4.4 and up,4.5,20-Jul-18
66130467,Experian Free Credit Report,FINANCE,Everyone,Finance,4.2 and up,4.6,12-Jul-18
15344481,Branch,FINANCE,Everyone,Finance,4.0 and up,4.6,23-Jul-18
66089502,WalletHub Free Credit Score Report Monitoring,FINANCE,Everyone,Finance,4.4 and up,4.7,19-Jun-18
50567109,CreditWise from Capital One,FINANCE,Everyone,Finance,4.4 and up,4.6,19-Jul-18
95199876,NerdWallet Personal Finance Credit Score Cash,FINANCE,Everyone,Finance,4.4 and up,4.6,03-Aug-18
52750562,my face,FINANCE,Everyone,Finance,5.0 and up,3.8,10-Jul-18
24585236,Credit Sesame,FINANCE,Everyone,Finance,4.1 and up,4.3,25-Jul-18
11361179,Fresh EBT Food Stamp Balance,FINANCE,Everyone,Finance,4.0.3 and up,4.5,24-Jul-18
69009776,Hurdlr Track Mileage Expenses and Log Receipts,FINANCE,Everyone,Finance,6.0 and up,4.6,20-Jul-18
38202859,Mobills Budget Planner,FINANCE,Everyone,Finance,4.0.3 and up,4.6,03-Aug-18
40805338,Everlance Free Mileage Log,FINANCE,Everyone,Finance,4.4 and up,4.7,31-Jul-18
34296416,MileIQ Free Mileage Tracker for Business,FINANCE,Everyone,Finance,4.4 and up,4.5,31-Jul-18
24268960,QuickBooks SelfEmployedMileage Tracker and Taxes,FINANCE,Everyone,Finance,5.0 and up,4.4,24-Jul-18
75091211,FREE Stock Market Trading Tips,FINANCE,Everyone,Finance,2.3.3 and up,3.9,07-Jun-17
58902614,Stock Quote,FINANCE,Everyone,Finance,4.0 and up,4.1,30-Jul-18
64947300,Stock Trainer Virtual Trading Stock Markets,FINANCE,Everyone,Finance,4.1 and up,4.4,27-Jul-18
29396319,US Stock Market,FINANCE,Everyone,Finance,2.3 and up,4.4,01-Aug-18
69344580,ETRADE Mobile,FINANCE,Everyone,Finance,4.4 and up,3.9,02-Aug-18
41634409,MSN Money Stock Quotes News,FINANCE,Everyone,Finance,4.2 and up,4.5,05-Jul-18
86500314,NSE Mobile Trading,FINANCE,Everyone,Finance,2.1 and up,4.1,03-Aug-17
62090820,JStock Stock Market Portfolio News,FINANCE,Everyone,Finance,4.0 and up,4.6,18-Jul-18
11341429,Digit Save Money Automatically,FINANCE,Everyone,Finance,4.1 and up,4.5,31-Jul-18
44123421,Trading Forex Stocks CFDs,FINANCE,Everyone,Finance,4.4 and up,4.3,01-Aug-18
80700774,Current debit card and app made for teens,FINANCE,Everyone,Finance,4.4 and up,4.3,03-Aug-18
99310525,Betterment,FINANCE,Everyone,Finance,5.0 and up,4.4,03-Aug-18
40023517,Citizens Bank Mobile Banking,FINANCE,Everyone,Finance,4.1 and up,4.1,23-May-18
19708162,GoBank,FINANCE,Everyone,Finance,4.1 and up,4.4,01-Jun-18
96337284,NetSpend Prepaid,FINANCE,Everyone,Finance,4.4 and up,4.2,09-May-18
64828644,BBVA Compass Banking,FINANCE,Everyone,Finance,4.4 and up,4.3,27-Jul-18
65631515,Simple Better Banking,FINANCE,Everyone,Finance,5.0 and up,4.4,02-Aug-18
83502002,PayPal,FINANCE,Everyone,Finance,4.4 and up,4.3,18-Jul-18
75771598,BankMobile Vibe App,FINANCE,Everyone,Finance,4.1 and up,4.3,09-Jul-18
83619107,Netspend Skylight ONE,FINANCE,Everyone,Finance,4.4 and up,3.9,09-May-18
70818777,ACE Elite,FINANCE,Everyone,Finance,4.4 and up,4.1,09-May-18
58508868,US Bank,FINANCE,Everyone,Finance,4.0.3 and up,4.1,25-Jul-18
69702047,Huntington Mobile,FINANCE,Everyone,Finance,4.2 and up,4.2,26-Jun-18
64730095,USAA Mobile,FINANCE,Everyone,Finance,5.0 and up,4.5,27-Jul-18
38909228,Associated Credit Union Mobile,FINANCE,Everyone,Finance,5.0 and up,4.7,30-May-18
13125200,Bank of America Mobile Banking,FINANCE,Everyone,Finance,4.4 and up,4.4,31-Jul-18
82413233,USE Credit Union Mobile,FINANCE,Everyone,Finance,5.0 and up,4.6,12-Jun-18
98288012,Discover Mobile,FINANCE,Everyone,Finance,4.1 and up,4.6,23-Jul-18
45964022,Wells Fargo Mobile,FINANCE,Everyone,Finance,5.0 and up,4.4,31-Jul-18
66940954,Capital One Mobile,FINANCE,Everyone,Finance,5.0 and up,4.6,01-Aug-18
76794311,Amex Mobile,FINANCE,Everyone,Finance,5.0 and up,4.3,03-Aug-18
49955861,Citi Mobile,FINANCE,Everyone,Finance,4.4 and up,4,31-Jul-18
20783494,Navy Federal Credit Union,FINANCE,Everyone,Finance,4.1 and up,4.4,09-Jul-18
90450467,Chase Mobile,FINANCE,Everyone,Finance,5.0 and up,4.6,23-Jul-18
43947814,Barclays US for Android,FINANCE,Everyone,Finance,5.0 and up,4.1,01-Aug-18
43168056,McDonalds,FOOD_AND_DRINK,Everyone,Food & Drink,4.4 and up,3.6,31-Jul-18
34917633,Cookpad FREE recipe search makes fun cooking musical making,FOOD_AND_DRINK,Everyone,Food & Drink,5.0 and up,4.1,02-Aug-18
82801897,DELISH KITCHEN FREE recipe movies make food fun and easy,FOOD_AND_DRINK,Everyone,Food & Drink,4.1 and up,4.6,04-Aug-18
73361363,Easy Recipes,FOOD_AND_DRINK,Everyone,Food & Drink,4.0.3 and up,4.7,15-May-18
61024770,Tastely,FOOD_AND_DRINK,Everyone,Food & Drink,4.0.3 and up,4.7,13-Jul-18
16803419,Frigo Magic Easy recipe idea and antiwaste,FOOD_AND_DRINK,Everyone,Food & Drink,4.4 and up,4.1,28-Jul-18
43754852,McDonalds McDonalds Japan,FOOD_AND_DRINK,Everyone,Food & Drink,4.0.3 and up,3.4,03-Aug-18
34958900,Debonairs Pizza,FOOD_AND_DRINK,Everyone,Food & Drink,4.0.3 and up,3.8,04-Aug-18
65903040,Popeyes App,FOOD_AND_DRINK,Everyone,Food & Drink,4.1 and up,3.7,23-Jul-18
80134917,Dunkin Donuts,FOOD_AND_DRINK,Everyone,Food & Drink,4.4 and up,4.2,20-Jun-18
28142361,Refreshing app Free application that can use deal coupons,FOOD_AND_DRINK,Everyone,Food & Drink,4.2 and up,3.5,23-Jul-18
32707132,Simple Recipes,FOOD_AND_DRINK,Everyone,Food & Drink,4.0 and up,4.7,22-Feb-18
34613415,Grubhub Food Delivery,FOOD_AND_DRINK,Everyone,Food & Drink,5.0 and up,4.5,02-Aug-18
69285470,Panera Bread,FOOD_AND_DRINK,Everyone,Food & Drink,5.0 and up,4.2,17-Jul-18
35775168,ChickfilA,FOOD_AND_DRINK,Everyone,Food & Drink,5.0 and up,4.3,03-Aug-18
82356475,hellofood Food Delivery,FOOD_AND_DRINK,Everyone,Food & Drink,4.0.3 and up,4,12-Oct-16
84948867,Starbucks,FOOD_AND_DRINK,Everyone,Food & Drink,4.4 and up,4.5,01-Aug-18
74837581,Easy and quick desserts,FOOD_AND_DRINK,Everyone 10+,Food & Drink,4.0.3 and up,4.6,14-Jun-18
49942430,Chef Recipes Cooking,FOOD_AND_DRINK,Everyone,Food & Drink,4.1 and up,4.1,03-Jul-18
81378329,HungerStation,FOOD_AND_DRINK,Everyone,Food & Drink,4.0.3 and up,3.8,21-May-18
44647473,Dr Oetker recipe ideas,FOOD_AND_DRINK,Everyone,Food & Drink,4.0.3 and up,4.2,12-Jul-18
13449083,SONIC DriveIn,FOOD_AND_DRINK,Everyone,Food & Drink,4.4 and up,4.3,31-Jul-18
96789091,SUBWAY,FOOD_AND_DRINK,Everyone,Food & Drink,4.4 and up,3.8,24-Jul-18
53148053,Dairy Queen,FOOD_AND_DRINK,Everyone,Food & Drink,4.1 and up,3.7,25-Jul-18
96993828,th stage,FOOD_AND_DRINK,Everyone,Food & Drink,4.0.3 and up,4.5,28-Mar-18
33685339,OpenRice,FOOD_AND_DRINK,Everyone,Food & Drink,4.1 and up,3.6,08-Jun-18
39407961,SarashpazPapion Cooking with Chef Bowls,FOOD_AND_DRINK,Everyone,Food & Drink,4.1 and up,4.8,28-Jul-18
24408668,Little Caesars,FOOD_AND_DRINK,Everyone,Food & Drink,4.4 and up,3.3,19-Jul-18
76497703,Recipes Pastries and homemade pies More than recipes for pastries,FOOD_AND_DRINK,Everyone,Food & Drink,4.1 and up,4.7,12-Jun-18
23226920,Om Waleed Sweets,FOOD_AND_DRINK,Teen,Food & Drink,4.0 and up,4.6,25-Jan-18
69819747,Eat Fast Prepare Without Internet,FOOD_AND_DRINK,Everyone,Food & Drink,4.0.3 and up,4.6,10-Jun-18
63506289,Wendys Food and Offers,FOOD_AND_DRINK,Everyone,Food & Drink,4.4 and up,3.4,12-Apr-18
82878750,Healthy Recipes Free,FOOD_AND_DRINK,Everyone,Food & Drink,4.0.3 and up,4,18-Oct-17
74834017,ChefTap Recipes Grocery List,FOOD_AND_DRINK,Everyone,Food & Drink,5.1 and up,4.5,25-Apr-18
78338224,Recipe Keeper,FOOD_AND_DRINK,Everyone,Food & Drink,4.1 and up,4.4,27-Jun-18
49420619, Healthy Slow Cooker Recipes,FOOD_AND_DRINK,Everyone 10+,Food & Drink,2.3.3 and up,4,17-Feb-17
26076727,Easy Healthy Recipes,FOOD_AND_DRINK,Everyone,Food & Drink,4.0 and up,4.1,20-Jul-18
26775765,Paprika Recipe Manager,FOOD_AND_DRINK,Everyone,Food & Drink,4.0 and up,4.1,03-Jun-18
54394664,Yummly Recipes Shopping List,FOOD_AND_DRINK,Everyone,Food & Drink,4.4 and up,4.5,05-Jul-18
62588456,Cookpad,FOOD_AND_DRINK,Everyone,Food & Drink,4.2 and up,4.5,03-Aug-18
18545573,BigOven Recipes Meal Planner Grocery List More,FOOD_AND_DRINK,Teen,Food & Drink,5.0 and up,4.3,23-Nov-17
76146115,Postmates Food Delivery Order Eats Alcohol,FOOD_AND_DRINK,Everyone,Food & Drink,5.0 and up,3.6,27-Jul-18
22044165,OpenTable Restaurants Near Me,FOOD_AND_DRINK,Everyone,Food & Drink,5.0 and up,4.6,31-Jul-18
66803304,Munchery Chef Crafted Fresh Food Delivered,FOOD_AND_DRINK,Everyone,Food & Drink,4.4 and up,3.9,22-May-18
49968062,Grubhub Food Delivery,FOOD_AND_DRINK,Everyone,Food & Drink,5.0 and up,4.5,02-Aug-18
63774813,Postmates Food Delivery Order Eats Alcohol,FOOD_AND_DRINK,Everyone,Food & Drink,5.0 and up,3.6,27-Jul-18
18018249,EatStreet Food Delivery App,FOOD_AND_DRINK,Everyone,Food & Drink,5.0 and up,4.6,03-Jul-18
73728355,Pizza Hut,FOOD_AND_DRINK,Everyone,Food & Drink,4.1 and up,4.4,12-Jun-18
72896434,Caviar Food Delivery,FOOD_AND_DRINK,Everyone,Food & Drink,6.0 and up,4.2,20-Jul-18
27551861,ChickfilA,FOOD_AND_DRINK,Everyone,Food & Drink,5.0 and up,4.3,03-Aug-18
72623796,Uber Eats Local Food Delivery,FOOD_AND_DRINK,Everyone,Food & Drink,5.0 and up,4.2,01-Aug-18
96071392,Seamless Food DeliveryTakeout,FOOD_AND_DRINK,Everyone,Food & Drink,5.0 and up,4.5,02-Aug-18
53803847,TheFork Restaurants booking and special offers,FOOD_AND_DRINK,Everyone,Food & Drink,4.1 and up,4.3,20-Jul-18
44871883,foodpanda Local Food Delivery,FOOD_AND_DRINK,Everyone,Food & Drink,4.2 and up,4,30-Jul-18
42942427,Step Counter Calorie Counter,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.4 and up,4,12-Aug-17
32716103,Lose Belly Fat in Days Flat Stomach,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.2 and up,4.9,21-Jun-18
68863309,Pedometer Step Counter Free Calorie Burner,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.1 and up,4.8,24-Jul-18
71003667,Six Pack in Days Abs Workout,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.2 and up,4.9,21-Jun-18
95719590,Lose Weight in Days,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.0 and up,4.8,31-Jul-18
55695030,Pedometer,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.0 and up,4.4,04-Jul-18
21134948,LG Health,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.4 and up,3.3,14-May-18
39801298,Step Counter Pedometer Free Calorie Counter,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.1 and up,4.7,24-Jul-18
54385744,Pedometer Step Counter Weight Loss Tracker App,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.1 and up,4.6,02-Aug-18
40526218,Sportractive GPS Running Cycling Distance Tracker,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.4 and up,4.8,04-Aug-18
58628940,Home Workout for Men Bodybuilding,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.0 and up,4.8,10-Jul-18
74603140,Fat Burning Workout Home Weight lose,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.1 and up,4.5,24-Jul-18
41590697,Buttocks and Abdomen,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.0.3 and up,4.4,07-Jun-18
85259844,Walking for Weight Loss Walk Tracker,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.1 and up,4.5,25-Jul-18
55786592,Running Jogging,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.1 and up,4.5,30-Jul-18
29961267,Walk with Map My Walk,HEALTH_AND_FITNESS,Everyone,Health & Fitness,5.0 and up,4.5,27-Jul-18
90055998,Sleep Sounds,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.0.3 and up,4.8,13-Jul-18
29988311,Lose Belly FatHome Abs Fitness Workout,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.1 and up,4.6,24-Jul-18
73108048,Cycling Bike Tracker,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.1 and up,4.5,30-Jul-18
82770876,Abs TrainingBurn belly fat,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.1 and up,4.7,24-Jul-18
35241582,Calorie Counter EasyFit free,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.1 and up,4.7,09-Jul-18
82524279,Nike Run Club,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.4 and up,4.4,12-Jul-18
45746636,Aunjai i lert u,HEALTH_AND_FITNESS,Teen,Health & Fitness,3.0 and up,4.2,10-Jan-17
77520616,BetterMe Weight Loss Workouts,HEALTH_AND_FITNESS,Everyone,Health & Fitness,5.0 and up,4.2,26-Jul-18
62112521,Bike Computer GPS Cycling Tracker,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.2 and up,4.4,04-Aug-18
79598731,Six Packs for ManBody Building with No Equipment,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.1 and up,4.6,24-Jul-18
97148632,Weight Watchers Mobile,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.1 and up,4.2,31-Jul-18
75714721,Running Distance Tracker,HEALTH_AND_FITNESS,Everyone,Health & Fitness,5.0 and up,4.7,29-Jun-18
83251880,The TKApp everything under control,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.4 and up,4.5,02-Aug-18
50612707,Walking Pedometer diet,HEALTH_AND_FITNESS,Everyone,Health & Fitness,2.3 and up,3.7,18-Jun-18
25996392,Recipes for hair and face tried,HEALTH_AND_FITNESS,Everyone,Health & Fitness,2.3.3 and up,4.5,16-Oct-16
21031977,Abs Workout Days Fitness App for Six Pack Abs,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.4 and up,4.6,03-Aug-18
95083960,fit Workouts Meal Planner,HEALTH_AND_FITNESS,Everyone,Health & Fitness,5.0 and up,4.6,11-Jul-18
61695989,Run with Map My Run,HEALTH_AND_FITNESS,Everyone,Health & Fitness,5.0 and up,4.5,27-Jul-18
51059712,Weight Loss Running by Verv,HEALTH_AND_FITNESS,Mature 17+,Health & Fitness,4.1 and up,4.5,16-Jul-18
76445869,Couch to K Running Trainer,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.4 and up,4.6,02-Jul-18
92615996,PumpUp Fitness Community,HEALTH_AND_FITNESS,Teen,Health & Fitness,5.0 and up,4,10-Jul-18
90356410,Home workouts fat burning abs legs armschest,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.1 and up,4.3,18-Jul-18
58019425,Fabulous Motivate Me Meditate Relax Sleep,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.1 and up,4.6,16-Jul-18
87135435,Run with Map My Run,HEALTH_AND_FITNESS,Everyone,Health & Fitness,5.0 and up,4.5,27-Jul-18
30976301,Workout Tracker Gym Trainer Fitness Log Book,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.1 and up,4.6,05-Jun-18
53626222,Freeletics Personal Trainer Fitness Workouts,HEALTH_AND_FITNESS,Everyone,Health & Fitness,5.0 and up,4.5,03-Aug-18
69998663,Nike Training Club Workouts Fitness Plans,HEALTH_AND_FITNESS,Everyone,Health & Fitness,5.0 and up,4.6,18-Jul-18
32854792,Fitbit Coach,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.4 and up,4.6,16-Jul-18
32924244,JEFIT Workout Tracker Weight Lifting Gym Log App,HEALTH_AND_FITNESS,Teen,Health & Fitness,4.0.3 and up,4.5,07-Apr-18
70455343,Map My Ride GPS Cycling Riding,HEALTH_AND_FITNESS,Everyone,Health & Fitness,5.0 and up,4.5,27-Jul-18
69901067,Weight Loss Running by Verv,HEALTH_AND_FITNESS,Mature 17+,Health & Fitness,4.1 and up,4.5,16-Jul-18
90103528,Nike Run Club,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.4 and up,4.4,12-Jul-18
46134862,Sworkit Workouts Fitness Plans,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.0.3 and up,4.6,01-Aug-18
93630133,Map My Fitness Workout Trainer,HEALTH_AND_FITNESS,Everyone,Health & Fitness,5.0 and up,4.4,27-Jul-18
52376692,fit Workouts Meal Planner,HEALTH_AND_FITNESS,Everyone,Health & Fitness,5.0 and up,4.6,11-Jul-18
55561056,Daily Yoga Yoga Fitness Plans,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.0 and up,4.4,24-Jul-18
48964238,Relax Meditation Sleep with Sleep Sounds,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.0.3 and up,4.4,09-Feb-17
55465905,Free Meditation Take a Break,HEALTH_AND_FITNESS,Everyone,Health & Fitness,2.3.3 and up,4.2,28-Jul-16
85405044,Meditate OM,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.0 and up,4.5,17-Jan-18
43504170,Yoga Track Yoga,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.0.3 and up,4.5,09-Jul-18
37952102,My Chakra Meditation,HEALTH_AND_FITNESS,Everyone,Health & Fitness,2.3.3 and up,4.4,10-Apr-18
56446516,Meditation Music Relax Yoga,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.0.3 and up,4.6,05-Mar-18
36860810,Meditation Studio,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.3 and up,4.6,15-May-18
64635620,Down Dog Great Yoga Anywhere,HEALTH_AND_FITNESS,Teen,Health & Fitness,4.2 and up,4.9,17-May-18
87026709,Day Meditation Experience,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.1 and up,4.4,02-Aug-18
57964903,My Chakra Meditation,HEALTH_AND_FITNESS,Everyone,Health & Fitness,2.3.3 and up,4.3,10-Apr-18
34297470,Simple Habit Meditation,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.4 and up,4.7,27-Jul-18
87568787,Headspace Meditation Mindfulness,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.2 and up,4.6,23-Jul-18
37692900,Yoga Studio Mind Body,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.1 and up,4.3,23-Jul-18
89331460,Daily Yoga Yoga Fitness Plans,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.0 and up,4.4,24-Jul-18
66150747,My Cycles Period and Ovulation,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.0.3 and up,4.3,04-May-18
80259158,Im Expecting Pregnancy App,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.0.3 and up,4.6,30-Mar-18
80131323,The Bump Pregnancy Tracker,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.3 and up,4.6,16-May-18
97453358,Best Ovulation Tracker Fertility Calendar App Glow,HEALTH_AND_FITNESS,Everyone,Health & Fitness,5.0 and up,4.6,01-Aug-18
17689081,Eve Period Tracker Love Sex Relationships App,HEALTH_AND_FITNESS,Teen,Health & Fitness,4.1 and up,4.6,04-Aug-18
11821266,Fertility Friend Ovulation App,HEALTH_AND_FITNESS,Teen,Health & Fitness,4.4 and up,4.5,27-Jun-18
50609789,Pregnancy Tracker,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.0.3 and up,4.1,10-Feb-18
39599089,Spot On Period Birth Control Cycle Tracker,HEALTH_AND_FITNESS,Everyone 10+,Health & Fitness,4.2 and up,4.6,19-Jul-18
81915769,Period Tracker Clue Period and Ovulation Tracker,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.1 and up,4.8,02-Aug-18
57069966,WomanLog Calendar,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.0.3 and up,4.5,23-May-18
66502859,Map My Hike GPS Hiking,HEALTH_AND_FITNESS,Everyone,Health & Fitness,5.0 and up,4.4,27-Jul-18
40587188,Runtastic Mountain Bike GPS Tracker,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.4 and up,4.5,01-Aug-18
14100599,AllTrails Hiking Running Mountain Bike Trails,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.4 and up,4.3,30-Jul-18
43069892,Tracks,HEALTH_AND_FITNESS,Everyone 10+,Health & Fitness,4.0.3 and up,4.6,17-Jul-17
50338049,Weight Loss Running by Verv,HEALTH_AND_FITNESS,Mature 17+,Health & Fitness,4.1 and up,4.5,16-Jul-18
81493276,Nike Run Club,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.4 and up,4.4,12-Jul-18
95326256,Technutri calorie counter diet and carb tracker,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.1 and up,4.4,27-Jul-18
49536605,Couch to K by RunDouble,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.1 and up,4.7,31-Jul-18
81730526,Weight Watchers Mobile,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.1 and up,4.2,31-Jul-18
95086767,Walk with Map My Walk,HEALTH_AND_FITNESS,Everyone,Health & Fitness,5.0 and up,4.5,27-Jul-18
16659784,Run with Map My Run,HEALTH_AND_FITNESS,Everyone,Health & Fitness,5.0 and up,4.5,27-Jul-18
38373711,Nike Training Club Workouts Fitness Plans,HEALTH_AND_FITNESS,Everyone,Health & Fitness,5.0 and up,4.6,18-Jul-18
92891361,Fitbit Coach,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.4 and up,4.6,16-Jul-18
84703957,Nike Run Club,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.4 and up,4.4,12-Jul-18
99908178,Calorie Counter MyNetDiary,HEALTH_AND_FITNESS,Everyone,Health & Fitness,5.0 and up,4.5,16-Jul-18
36807175, Best Foods for You,HEALTH_AND_FITNESS,Everyone 10+,Health & Fitness,2.3.3 and up,4,17-Feb-17
67337282,MyPlate Calorie Tracker,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.1 and up,4.6,09-Jul-18
47721411,My Diet Diary Calorie Counter,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.0.3 and up,4.1,30-Jul-18
63269843,Calorie Counter Macros,HEALTH_AND_FITNESS,Everyone,Health & Fitness,5.0 and up,4,27-Aug-16
18140552,Weight Loss Tracker RecStyle,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.1 and up,4.4,29-Nov-17
39074010,Lark Health Coach,HEALTH_AND_FITNESS,Everyone,Health & Fitness,4.4 and up,4.1,25-Jul-18
